target,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,features_17,features_18,features_19,features_20,features_21,features_22,features_23,features_24,features_25,features_26,features_27,features_28,features_29,features_30
-2.20762140677859,0.751917321700417,1.55689517455178,-0.731826181158075,0.644430464469773,-0.723190997708961,-0.900833081624082,1.83619307782299,3.11106809491179,0.715914603025385,0.35476138714807,1.9173733006499,1.19536013191497,0.0481196005936522,0.655207627337069,2.0329298563685,1.28421778648471,0.19105291856035,-0.346039318330336,0.600786705712251,0.548388729668903,1.29343014734101,-0.538759436793144,0.248598630145968,0.361321078915691,0.12364291491394,-0.0710946558129448,-0.64874811651883,0.841519139850679,1.10418528367939,-0.23528268483447
0.989491684993134,0.232257327496873,-1.9659944740706,1.40478851850895,0.632713704105553,-0.332388670443449,-1.45670643684182,-0.18923444274273,1.10935486955706,-2.28424297242598,-0.557539286153104,1.33804442200382,-0.355740901920994,0.903165633104597,1.35104783807729,-0.0059565420714161,-1.57515025741567,-0.779915079669534,0.0507824444057952,0.612430345527442,1.41144466787981,-0.424035530470317,-0.971208553189082,0.392744897040462,-0.505703077161813,0.566967038396611,-0.71820035810486,-0.956052983803398,-1.21052480242639,0.544245583734539,1.74834918594064
3.14663789177735,-0.560378945602828,0.928318267206329,0.646452564689076,-0.85666855547286,-0.245750496799504,-0.824495909496272,0.249562688617735,-0.865552222493056,-1.08785036959831,-0.749267977220159,-1.06808216399392,-1.12982532795663,1.04483151666751,-0.340940677898356,1.23589595706086,-0.200423628641565,1.33061786776353,-0.958578131535968,-0.911387134633398,-0.062369612769419,-1.78127401839561,0.482942808047551,0.904583685474196,1.12230531591237,-0.483116890095625,-0.103078183613805,-1.40883363775501,-0.0976084866077643,0.534360443444468,0.343233841458329
-2.17772922711957,-0.868539031315607,0.408684546565687,1.57275971324967,-1.44296077538285,-0.189816688230736,0.928311792477695,0.646099425770142,-0.493772507379273,-1.03725323753758,0.285106352184063,-0.354871840739794,1.42787994287812,0.518697845139824,0.0910676018084727,-1.1449134726823,0.211830835543403,-0.551359885662927,-0.0851447275684238,1.23870435251262,0.185077571076905,0.0102581553857433,-0.937078259119701,-1.28329202444198,-0.788315709852886,0.681855399927745,-1.19225947656582,-0.76444773924632,0.485994060212911,-1.36395448896537,0.415234627444117
6.23384251233383,-2.66239669851922,-1.30081656406796,0.308203957632728,1.75883861565255,0.496622297329521,0.6678214142316,0.580656593347413,-0.21779962033905,0.538022975608123,0.119193221194197,-0.3004192051919,-1.0752767581538,-0.811566925061494,0.762713812320635,-0.0391734326072287,-0.293728984272414,0.20837751198996,-1.19740785064027,-0.558789706520801,-0.117974682138592,0.556574609461336,-0.411347570037048,0.64448082924778,-1.55248461837934,-0.286873754946659,-0.593941932077531,0.95494165986372,0.542045325929015,-0.197220469567332,1.85887124450633
5.42673610101695,-1.14752091125732,-1.51391684093987,-0.769924743454878,-0.265828572846381,0.192005258670197,0.782952228189407,1.60725603985369,-0.253213594405372,-0.440187620042951,-0.942362455873174,-1.03316147135132,0.0919049426774426,-0.469797184211285,0.22888936466138,0.191291770357571,1.58901170619145,-0.191924290473064,-2.27189716344727,-0.820373910218763,0.0913834602363448,-0.744465358166495,-0.101667602143702,1.26389135835358,-0.214914222724541,1.47865688235303,-0.238874492379112,-0.348477680528313,-0.560833877910403,0.612744529615234,-0.496582415852221
7.65365868900679,0.938924151060606,0.310150655185128,-1.10881699052957,-0.886271376953015,0.347895810963246,0.751811597639127,0.355785960121826,0.3843027280845,-0.423516392217114,-0.404055005423856,0.906536643561982,0.162392411455408,0.0945216029856494,-1.26739942819515,0.861941501485297,1.72460815122147,0.944665582965799,-0.735354465330755,-0.0111795628558359,-0.945852289895447,1.12155058303272,1.88986747486125,0.709496362235037,0.356135951010023,-0.303444317604258,-1.27127918795531,0.0781647526018229,-0.761080537323397,-1.30724569473053,1.38734546625084
2.61634242704278,0.0966155012500288,1.07047422049734,1.62025067688336,-1.10396989570964,0.846540889557975,-0.869049592795312,0.0409153319907347,0.168332814774002,0.361900158223898,-2.39119203913901,0.857415938758001,1.73399453797334,1.45667503546861,1.05038992642087,1.20415766067684,0.112649916886725,0.440740308864738,-1.50119798296294,0.0330010039642923,-0.326466512846019,0.566097779455014,2.64802008849381,-1.16491188324727,-0.62852086598507,-0.689278936661534,-0.188901608396741,-0.645910501558109,0.223984654232559,1.57436678404833,0.528940687543507
6.64492727466934,-2.10873384047279,-0.660885835539763,1.23120487710466,1.75290797979615,-1.07932505880717,0.127988887709591,0.789697772478999,1.92860799079132,0.517049696090846,-0.137850229204711,0.0940740660634327,-0.0725206163871882,0.641798980725655,-0.125130357604321,-0.942751139035406,0.191679423321376,0.431649150297694,1.39108181151337,1.56504902950466,-0.243963159611791,0.544651900585053,-0.941673990437199,0.306916386629299,0.656014034163625,1.44725992376953,1.16548678313423,-0.783627052386088,0.746477018033915,1.50436543206418,2.47171014972626
2.21616470205614,0.853532542466646,0.740413738370418,-2.12022767208177,1.38375293924107,-1.25713120267549,1.90421516458543,-0.440389240955434,1.14333790002011,-0.322094875299082,2.2348829332029,2.16187286955769,-0.237171986937504,-0.0752297351316557,-1.56358816415703,-0.959859974004688,-0.640773490832106,-1.20677011123856,-0.880036422537657,-0.558286134352836,-1.02693604968428,-1.73240060046986,-1.12083972041473,-0.646562239133484,-1.11257171687964,1.20129736194585,-0.118585712051716,-1.02773094519661,1.99966798020499,0.842107047357186,-1.10924996898764
-3.90181164504102,-0.0684766899547659,-0.118666865342482,-0.744630626750828,-1.0211659515161,0.177806586892759,0.158913614704439,-0.497617417042884,1.235555422124,0.00968181866783159,-0.0737070695857365,-0.334327547219747,-0.0818534008194723,1.4345372669853,-0.140056394232374,1.95129223490398,0.885910669701585,-2.88790908622359,0.606800942073664,-0.220699398490815,-0.274938613519515,-0.304509596867028,0.187558322967918,0.0811190999839439,0.798937887551076,0.180955966127356,0.571596085326478,0.872601054522509,0.101297520569628,-0.372967031982167,0.398148561693589
-0.862707880201914,0.0877889793791155,1.19472196870172,2.43344942760406,0.377248839920749,-1.23492453617057,-1.53214218839238,-0.510240354685283,0.519217578945349,0.237433651014309,-1.06318139898573,-1.09703297404936,0.176735345272267,0.163351671533807,-0.814400728821774,-0.835142014546473,-0.919350464928349,0.438127361554913,0.0173678464268872,-1.31469724794492,-0.465270870418003,0.445852681287372,0.374218737851781,-0.18466938348424,-0.00852962682514343,0.124004333898473,0.329525249013318,0.166152778379465,-0.0642749876201063,1.33780859631816,-0.424472570565223
-7.29033927862324,0.162933203211167,-0.00987542260517114,0.0104201331266246,-0.073797816937081,-0.0873164570338146,0.574855145444237,0.673118229275909,-0.41450565168559,-0.15922702873678,-0.778757252891243,-0.616784724583044,1.1266374370364,0.34525556530103,-0.895253610376187,-0.24408586006642,0.542390459729155,0.332848378359634,0.270577115871137,0.433192539657702,1.30887603363173,-1.14273161563631,0.62025943016697,-0.135190783034031,1.32344428172865,0.6344291479939,-0.624081945933093,1.54180950531847,0.603242471268163,0.513267867468932,0.89711603867684
-4.78751871369703,1.91494945256773,0.273496627657346,0.259212531088159,-1.49433800352056,1.20742203322422,0.810681235829406,0.397885024536016,-1.69784236881586,-0.992719537956508,0.0673458349730707,-0.316015761882113,-0.197496366287926,-1.04316521292649,0.775107539216565,0.0199894476273896,0.538451762434455,-0.664889471734033,1.11886562889155,-1.01041649015198,1.37527035044093,-0.400188265816447,-1.39615779194157,0.340221601721423,-0.0789961833122726,0.0738170057588014,0.889692979517478,0.423108491712943,-0.920700755678112,-0.506346385104243,0.932275988454354
7.49201979240766,1.19898306645973,-1.40113729542634,-1.39512846768871,1.10475712809179,0.806920835196622,0.0257251287468426,-0.630860167829855,-0.8782722938809,-0.582194114988463,-0.798000092877567,0.0210434957110924,0.362306262736941,0.658899509763822,1.4652272492761,-0.180206635764481,-0.592953290945798,0.109746823277594,0.620315637467245,-0.0106541600113686,0.668270245549677,0.0153705524325773,0.790130711505616,-0.432285505447166,0.589973673071124,-0.763413677007179,-0.0608522528775548,0.752140196160239,-1.5590677998173,-2.16205374440465,0.348970791598908
-0.402521811670995,0.0510563635808155,-0.00435004123307415,-0.518232687715639,2.24951202421602,0.583758399063583,0.787137291703834,-0.853848724308482,-1.20337453212972,-0.696173021259598,-0.175493568982853,0.3175561670659,-0.434623055579452,-1.9844053777023,0.0518898147028835,0.601987730994453,0.893332826962636,-1.54828431736452,0.0463725570537548,1.16822018387332,1.48137170466033,-0.153185896916869,-0.775450976581253,-0.0693860321383287,-1.01278781000283,1.40094498574488,0.295212447647133,-0.190146667820192,2.21304083249852,1.54359385584688,-0.232903659054578
