target,features_1,features_2,features_3,features_4,features_5
0,0.811042811385826,-0.738215310920061,1.52175422830557,0.0812730434310732,-0.678484696660833
0,3.09343054098124,1.6009107550631,-0.0223946120316384,-1.06046650575374,2.66698734491932
1,4.79651032312611,0.230136435520185,-1.22805982102086,-0.496210524017969,-2.12517129372034
1,2.01374714610771,-0.769402933620546,1.04666774732657,-0.244266953072711,-1.57656330222556
1,2.44145970833349,0.0507940684449982,-0.0101577120977402,0.420092640626921,0.0635799752958429
1,-4.92265050109473,-0.0365378345277849,-1.92146225217791,2.84620408751633,0.302665682700561
0,1.20078560154161,-0.0466740978955613,0.606890264636558,-0.129662866896947,-0.761016960156522
0,0.445931924875806,0.762559128341046,0.294217371652231,0.470990095353632,-0.582841818566886
0,1.81019047878364,1.38659027300813,0.0981967890838657,0.964695545142716,-1.51900645166691
0,-7.03926583230361,-0.476450576099619,-0.333578955423354,1.2751194248873,-1.77968992306151
1,-1.47821574669984,0.278737017098012,-0.721817820437791,-0.58977109275622,-8.50353011861132
0,2.87613276650724,1.59257650635244,-0.486659503453795,0.209049645041795,-4.32889851069959
0,3.22068214970088,0.359958738129686,0.163202099780716,-1.21012654691468,0.696351887039691
0,-3.59368629609462,0.804385771491298,1.72966216805181,-2.42693860025599,1.0673535230829
0,3.7830564223602,0.992398249731191,-0.903192468867583,1.21986202037848,-0.387922702790927
0,3.48645716146079,-0.135182041422169,0.971478249062107,0.642771832906783,4.98881329391756
0,-0.789136972354494,-0.674175586323285,-0.531279756885737,0.651775231317388,-4.72852482832533
1,-0.734336538515533,0.785727981486402,-0.133234430879366,0.0883734442967918,-4.35277311537264
0,-1.49791045734103,1.28465864012171,-1.73999642552459,1.54373401465117,-1.35914773179855
0,-3.85900335438717,-0.547756916425442,1.34850218475688,-0.233427725554588,8.60655541570628
1,3.45803976199024,-1.74705135570447,1.26775655025667,-0.650684569337936,-0.968665425889724
1,3.27448521677457,1.03222540657132,1.43759466716731,0.712834702124135,2.95988958781656
0,4.04213730470893,-0.710531214650381,-0.841895717836982,-0.492872703967053,1.35591278490424
1,3.72048872712698,-0.803016913816606,-1.16026647650073,1.18028981929356,-0.803512996732094
1,0.547510184454516,-2.03065721618549,-0.460677526075487,-0.856753083385843,1.78280275845851
0,-2.0503550236563,-1.0163018834421,0.829309348818785,0.336087523642748,4.20420487173298
0,-1.27442620230014,0.450882565183407,0.889146148558748,0.658390455402478,-0.00341470052540674
0,2.92383333429861,1.27983456825498,-0.614437282480741,0.186257383796456,7.6626143273299
0,-0.564280509057538,-2.02278962456126,0.768364558980282,-0.375904539029387,5.34324041105099
0,-0.57994519832354,-0.424080907457826,-0.679805772852452,-0.237979951770447,-1.23059568895887
1,-2.42941865114155,1.96217810286436,-1.00431776521011,-0.213943974815806,-4.56019148471854
0,3.52927254087435,-0.251248584985297,-1.5760241617694,-1.85642347112049,-2.48610904895447
1,-3.11470474450162,0.51824280401435,-0.248630235521163,-1.73971439161584,1.82299893192327
0,-0.664186120074872,-0.0286145124092675,-0.678844876798453,0.405082852200414,-0.314259897801605
0,0.37614932964762,-0.753335607906586,0.0413868293364652,0.86333561373888,2.96532404717565
1,2.32946505001436,0.728697200859611,0.247654460141343,-0.0697732537167338,0.124314258491562
0,4.62191529505868,0.266144672235658,0.983675443812664,0.280039234166164,-3.88399287874797
0,-1.16321707387242,-0.207816123765729,-0.269386541305694,1.59705860956508,2.45159651382786
0,0.727762902080813,-0.408533216971734,-1.27775040601632,-0.483001336441594,-0.212904904058633
1,-4.9895199648529,-0.1480599234783,0.0929146829763102,-0.107451045732623,2.48971883006391
0,2.35496794793021,0.511106185728464,-0.190679386898053,0.0875802866275599,-0.859098550724873
1,-1.01213143217656,0.166512438632083,-0.882040117288765,0.42704317158622,-1.59890529077374
0,3.57671614979038,1.14442612447211,-0.016113451428857,0.915211085492832,1.25526675048193
0,0.70574201034059,0.745516750226471,0.108930037498861,-0.0766899211786961,-2.31106232816127
0,1.08539953751851,0.461076963611781,-1.43347012585641,0.565129299996767,3.2525826357417
1,7.42731438252586,-1.34301430961596,0.642653724354902,0.760506976108081,0.414258635864185
0,-2.05586923036349,-1.15639343916487,-0.444566359020311,0.458674130500294,-1.50384248739824
0,-0.083824236843432,-1.99948912149284,0.675512446079165,-0.407438780107566,-1.07768521418426
1,2.43165431515009,0.796278632882082,-1.24509489871895,0.661097599913434,3.31877090805698
0,-0.198738966745171,-1.14608398791993,0.159736229611336,0.173748296063496,-2.15141227436333
1,-3.61812785457876,-0.0615263591800218,0.300250699630112,0.337743852014713,-3.01085273598602
0,4.31520295104815,0.0158111198031806,2.01063960363249,0.527101743918287,-2.29886799289225
0,-0.605358111612607,-1.09226665778445,-1.3053942514267,1.75429478524687,-3.28126020425931
0,1.81047131690475,0.265308560623231,-0.425517759867919,0.251142881506613,4.29430497834723
1,-2.38250452843722,-1.22474964415554,0.417038370611916,-0.341983218654683,2.25055113170373
1,-4.85448659970779,0.503069891707535,-0.873652783596816,0.204069942489953,-2.75643247385903
0,-0.547724221356094,-0.612960601783618,0.0979060236207482,0.244109794022652,-0.0872886971532699
0,-4.20892273991077,1.34375925654688,-0.383616174065711,-0.0543136769018304,7.11481179282908
1,0.110991887875291,-0.363684726473426,1.19033702991987,-1.22593196571576,5.55814452436309
0,0.0765349539858566,-0.577322715439276,-1.22884888007434,0.799253065258309,0.732332658365155
0,-1.17248560724179,-0.187090938798256,0.139607267541928,2.27795616286943,-1.84258425546002
0,1.55308105495081,-1.92784168249516,0.13852470858438,1.29957704540117,-2.18888432191852
0,-2.79831208452577,0.624891517660866,-2.19548953069111,0.799725893220935,0.790151219632529
0,2.14371777923736,-0.250707134829547,-0.129673850788126,-0.0904532732710844,3.84406836039755
0,1.16656202064874,0.863385245403457,1.01818251143504,0.409108203695771,-1.05385297349063
1,2.2041672851235,-0.492836969914871,0.725653313332856,0.338650006889274,-0.467050447696137
0,1.1015853162805,-0.495563068531528,-0.503288336692663,-0.202899179862944,3.28872988982455
0,0.569979627584247,-0.65409848280861,0.21608664004954,1.34181550365831,0.13320258704307
0,-0.730192698701699,0.148880059246306,0.316606536379033,0.167789142280489,-2.61192756539991
0,-1.16760028406553,-0.719698951834473,0.100372041298881,0.0809671312641491,-2.26090202786102
0,1.49558732583192,-0.369098554104939,-1.68474631925786,-0.672167263292987,-4.25496112819879
0,3.47358278066565,-0.859657193975509,0.401760083321857,0.368456384659389,0.0635662844083032
1,-0.372843961545241,-0.507956321623342,-0.713968375693165,0.875677770105653,5.69005748266851
0,6.87462381802608,-1.46268411078643,-0.17853293451622,-0.044813384134113,-2.10987256602062
0,2.34951785225627,-1.06205487664107,0.475386018494517,-0.751868669592943,2.2359244320635
0,2.34088691206279,0.570427349680001,0.194892556830955,-1.31936514656385,1.26306914020172
1,0.497720457161176,-0.64724047712705,0.817292447112802,0.122622389613262,-4.21326765724278
0,2.96511166068662,-0.373885158558192,1.01983802190023,-0.723594794112143,-3.35783554454722
0,3.82133235971953,-0.819496763408653,-0.0148739503166496,-0.0906528654116212,0.263012685128807
0,2.73193262485659,-1.00187817188574,-0.593663833417848,0.810673475097913,-1.23553291556855
0,-4.58962594997172,0.407004721494149,-0.610452448095034,0.0782891873993645,7.63954341702207
0,4.84403026368829,-0.649555290142535,0.564428493256244,0.976662017719437,-3.15725437140979
0,4.87440097104098,0.529136313292589,0.157447639474408,-1.35315719670577,0.273632835113671
1,-3.98904252935608,-1.51694503997409,2.03700790478695,0.260521437989628,-1.44998270335382
0,-1.61185942471035,0.543491365121085,0.197234781527361,-0.665059082080367,2.1113754417995
0,-4.20253098542148,0.673427415822473,-0.863739037408033,2.84565464977324,1.33360135640945
1,-1.57598225199768,0.0371130615326244,-1.18942458763639,-1.44004800969031,2.32221742292018
1,2.23037779935657,-0.822508223658911,1.71455646182724,0.455624422423487,-0.458713196766073
0,1.00426856517368,-0.172537751515638,-0.0258183128589065,0.348612281993513,-4.05432901773237
1,3.32174990435339,-1.04843918960936,0.423605328988596,0.874230911405419,-0.46954224820096
0,-0.774746507729662,0.322177570883151,0.550572258448559,-0.0769772673243109,-3.7150769215026
0,0.949321210489748,1.76716150209216,-0.78306010683389,-0.367904390435975,0.156164866668203
0,3.88791054896641,-1.58414686076118,1.11252782402182,0.253263091947641,0.122673090433334
0,2.65569549229575,0.813103955721159,-0.582436010412829,-1.46604273230885,0.045644893426756
1,-1.81846912976932,2.7910460114284,1.64081924376393,0.491826529471714,-1.08902266667669
0,-0.88275407753379,0.532071154285919,0.015243161943922,0.387982168531871,-0.120407197890658
0,-2.66358889723566,-1.15812029524913,-1.68980786229343,1.30659988773984,-2.91709591743848
0,4.6551440996308,-0.540717929195792,-0.253235876060123,1.3119897753914,0.572189316237532
0,-1.05717213473898,-0.723414629337274,-0.576565328341577,2.62244337958699,-0.541365453856114
1,3.35787514712422,0.00696496419741302,0.852493570345088,0.758005738655596,0.37074115907318
