target,features_1,features_2,features_3
-4.27104795592875,-0.613948631736982,0.539625242044747,-0.844679395206287
1.06947708174525,1.12013237385682,-0.171943776092119,-0.668663517543364
-5.52711519686019,0.326500051373898,1.86833226002287,-0.162331398727334
0.729337243058654,-0.423692642885783,-0.125003912471866,-0.589678747788596
-6.15551738560742,-1.48737966457415,0.0702346840542957,0.206817426661893
-5.73943048371702,-0.0808720931147006,-0.915854486377299,-0.0345494811077773
9.45541257594214,-0.943386156281846,0.652577470117141,-0.838862967413503
0.980546935631035,0.751222079263907,0.875007481266203,-1.14860733896482
-1.24859196436086,0.0904288971409131,-1.26763098164687,0.300685269723596
3.26472002142634,0.165195453289391,-0.462216453732792,-1.65932958503298
3.02774786396549,-0.0745309679731112,0.769915644970934,-0.572758779211671
0.0610104259679202,0.00389183657502447,-0.0484295342758676,0.895727908278791
-5.90145176951133,-0.555753167663869,-0.582350187096782,0.307276685925947
2.86202626423393,-0.488820510639297,1.63600900292686,0.0445288944850575
2.17063487190378,-0.363708181383113,-0.0517373210757148,0.0604698638986232
-6.30462195253394,-1.19045969794794,-0.0212648215114457,-0.645812719070644
-0.778700199688988,-0.885615814784731,-1.02889343550889,0.359147834665848
-3.44266188884556,-0.373776738791444,-0.48168013406825,-1.60663700289857
-4.03280751225761,-0.346642954561119,0.134856322877653,0.389983927401611
2.95632973064453,-2.02245772529636,-1.33104761505895,0.310718733757054
-7.27772949341826,0.115694385443832,-0.690912608087417,0.118246074129602
0.539908415790114,-0.560492577648531,-0.118854250281153,-1.39494915862334
-7.11834092496187,-0.8946753787169,0.702930676672728,-1.27799061175357
3.8780251550922,-0.324361902436527,1.6386053594458,0.192344105366665
6.18151001399807,-1.27416778294813,-1.36724200572745,0.124894933195929
-4.67495844741541,-0.93710471063307,1.25599022818591,1.51205292896384
3.7148033918757,-0.135966678396875,-1.07778431207645,-0.416966474016918
-2.69596401358218,-0.684683774246471,0.661473116356235,0.432191764460677
6.77984684639853,-0.245692639133168,1.10716663384585,0.429441902257334
-2.04981394030245,1.18339774922456,-0.76337894873069,-1.07022068573559
-6.70512523303605,0.916509552846016,2.02727978067234,0.585503869273508
-0.597803272664623,1.1733271387727,-0.495422269074328,0.933126268329317
-5.63864093020685,0.144868400169773,1.044499501614,1.16936370263852
-2.94923562058114,1.28327625844575,1.02865969448501,-0.179833733946666
